,src,target,model_pred
2698,the weeknd x montreal,the weeknd x montreal,the weeknd x montreal
2699,rt username : hashtag hq - niall no palco : httpurl,rt username : hashtag hq - niall no palco : httpurl,rt username : hashtag hq - niall no palco : httpurl
2700,rt username : tf was i thinkin,rt username : the fuck was i thinking,rt username : the fuck was i thinking
2701,i'm at momo cha milk tea & cafe ( bekasi ) w / 5 others httpurl,i'm at momo cha milk tea & cafe ( bekasi ) w / 5 others httpurl,i'm at momo cha milk tea & cafe ( bekasi ) w / 5 others httpurl
2702,rt username : our first cancer survivorship compendium for healthcare providers httpurl,rt username : our first cancer survivorship compendium for healthcare providers httpurl,rt username : our first cancer survivorship compendium for healthcare providers httpurl
2703,username your future are good ! keep it up melanie . make it happen ! aku doakan : ),username your future are good ! keep it up melanie . make it happen ! aku doakan : ),username your future are good ! keep it up melanie . make it happen ! aku doakan : )
2704,la smooth dipsomaniac be sensible of in order to sharepoint under way ipad : kky,la smooth dipsomaniac be sensible of in order to sharepoint under way ipad : kky,la smooth dipsomaniac be sensible of in order to sharepoint under way ipad : kky
2705,rt username : westbrook basically lebron when he hot hashtag,rt username : westbrook basically lebron when he hot hashtag,rt username : westbrook basically lebron when he hot hashtag
2706,username im good hbu ? : ) btw we always talk and everything but idk your name : (,username i'm good how about you ? : ) by the way we always talk and everything but i don't know your name : (,username i'm good how about you ? : ) by the way we always talk and everything but i don't know your name : (
2707,hashtag : sodo tek tm replacment ac adapter power supply for hp photosmart 7520 e - all - in - one printer + required power . . . httpurl,hashtag : sodo tek tm replacment ac adapter power supply for hp photosmart 7520 e - all - in - one printer + required power . . . httpurl,hashtag : sodo tek tm replacment ac adapter power supply for hp photosmart 7520 e - all - in - one printer + required power . . . httpurl
2708,"username username tetap salut untuk atletico . simeone won my heart , no matter what the final result !","username username tetap salut untuk atletico . simeone won my heart , no matter what the final result !","username username tetap salut untuk atletico . simeone won my heart , no matter what the final result !"
2709,rt username : dont forget to wake up for hashtag salah hashtag httpurl,rt username : don't forget to wake up for hashtag salah hashtag httpurl,rt username : don't forget to wake up for hashtag salah hashtag httpurl
2710,username hashtag can you open the link and read this ? te amo camila mi amor httpurl x40,username hashtag can you open the link and read this ? te amo camila mi amor httpurl x40,username hashtag can you open the link and read this ? te amo camila mi amor httpurl x40
2711,username congrats username & omg ! ! ! thank u thank u ! ! ! !,username congratulations username & oh my god ! ! ! thank you thank you ! ! ! !,username congratulations username & oh my god ! ! ! thank you thank you ! ! ? ! !
2712,username a little bit of days lol xd yessss lol,username a little bit of days laughing out loud xd yes laughing out loud,username a little bit of days laughing out loud xd yes laughing out sound
2713,username ticketless but i dont care,username ticketless but i don't care,username ticketless but i don't care
2714,rt username : dis fu fu lame shit i ain't wit it . httpurl,rt username : this fu fu lame shit i ain't with it . httpurl,rt username : this fu fu lame shit i ain't with it . httpurl
2715,rt username : masso wants the d username,rt username : masso wants the d username,rt username : masso wants the d username
2716,rt username : dari 15 - 9 lcw comeback 21 - 16 respect,rt username : dari 15 - 9 lcw comeback 21 - 16 respect,rt username : dari 15 - 9 lcw comeback 21 - 16 respect
2717,username yes i am hehe . ofcourse unnie ! what are your fandoms btw ? : ),username yes i am hehe . of course unnie ! what are your fandoms by the way ? : ),username yes i am hehe . of course unnie ! what are your fandoms by the way ? : )
2718,rt username : tryna get in touch with kapala and help him out hashtag,rt username : trying to get in touch with kapala and help him out hashtag,rt username : trying to get in touch with kapala and help him out hashtag
2719,username lmaoo he went super saiyan,username laughing my ass off he went super saiyan,username laughing my ass off he went super saiyan
2720,omg i still know that vas happenin song lyrics its been like 3 years omg,oh my god i still know that was happening song lyrics its been like 3 years oh my god,oh my god i still know that was happening song lyrics its been like 3 years oh my jesus
2721,rt username : im just happy theres no school on monday tbh,rt username : i'm just happy there's no school on monday to be honest,rt username : i'm just happy there's no school on monday to be honest
2722,username i hate u rt'd that and made me click on their bitch ass page . . lol,username i hate you rt'd that and made me click on their bitch ass page . . laughing out loud,username i hate you rt'd that and made me click on their bitch ass page . . laughing out loud
2723,"username lol , yay me . how's the little ones ? ?","username laughing out loud , yay me . how's the little ones ? ?","username laughing out loud , yay me . how's the little ones ? ?"
2724,"grand cafe sante avenida de los boliches 95 , 29640 , fuengirola . the home of the famous ' apple strudel '","grand cafe sante avenida de los boliches 95 , 29640 , fuengirola . the home of the famous ' apple strudel '","grand cafe sante avenida de los boliches 95 , 29640 , fuengirola . the home of the famous'apple strudel '"
2725,"webpage marketing using seo , backlinking and ppc management , visit us today ! httpurl hashtag","webpage marketing using seo , backlinking and ppc management , visit us today ! httpurl hashtag","webpage marketing using seo , backlinking and ppc management , visit us today ! httpurl hashtag"
2726,rt username : i am hardwell - 2 hour hd liveset giveaway hashtag : httpurl via username,rt username : i am hardwell - 2 hour hd liveset giveaway hashtag : httpurl via username,rt username : i am hardwell - 2 hour hd liveset giveaway hashtag : httpurl via username
2727,the bff is moving closeeee to mee username you know that means turnup ; ),the best friend forever is moving close to me username you know that means turn up ; ),the best friend forever is moving close to me username you know that means turn up ; )
2728,""" username : this is the real zayn malik that we love and know hashtag hashtag httpurl """,""" username : this is the real zayn malik that we love and know hashtag hashtag httpurl """,""" username : this is the real zayn malik that we love and know hashtag hashtag httpurl """
2729,miller takes fourth walk - off loss as skid hits nine . . redsox mlb httpurl,miller takes fourth walk - off loss as skid hits nine . . red sox major league baseball httpurl,miller takes fourth walk - off loss as skid hits nine . . red sox major league baseball httpurl
2730,"i'm at the chocolate bar ( kuwait city , hawalli governorate ) w / 2 others httpurl","i'm at the chocolate bar ( kuwait city , hawalli governorate ) w / 2 others httpurl","i'm at the chocolate bar ( kuwait city , hawalli governorate ) w / 2 others httpurl"
2731,"rt username : "" rain is a good thing "" lol do u not remember last year ? ? ?","rt username : "" rain is a good thing "" laughing out loud do you not remember last year ? ? ?","rt username : "" rain is a good thing "" laughing out loud do you not remember last year ? ? ?"
2732,username story of my lifeee haha,username story of my life haha,username story of my life haha
2733,rt username : demi lovato with fans outside itv studios in london - may 28th hashtag httpurl,rt username : demi lovato with fans outside itv studios in london - may 28th hashtag httpurl,rt username : demi lovato with fans outside itv studios in london - may 28th hashtag httpurl
2734,rt username : [ preview ] 140526 luhan xiumin username mbc idol futsal championship ( cr : loveholic ) httpurl,rt username : [ preview ] 140526 luhan xiumin username mbc idol futsal championship ( cr : loveholic ) httpurl,rt username : [ preview ] 140526 luhan xiumin username mbc idol futsal championship ( cr : loveholic ) httpurl
